id,text,url,llama,entity_presence,svm_1,id_new,gemini-flash_faiss_loc,gemini-flash_faiss,gemini-flash_faiss_country
13760,"A Chinese calligrapher's shop in Shaxi, Yunnan Province, China.",https://m.psecn.photoshelter.com/img-get2/I0000pQNBnhdDhMc/fit=180x180/fill=/g=G0000dF1FoXHoMBA/I0000pQNBnhdDhMc.jpg,china,yes,1.0,12689,china,"['chiná', 'china', 'shanghai', 'asia', 'beijing', 'japan', 'china chō', 'taiwan', 'brasil', 'koréa']",china
13981,Carpet shop in Hotan,https://images.squarespace-cdn.com/content/v1/5a95e83d372b96dbac073ec8/1521602539809-RI5BMZ8MXKMCCSWUGOOH/ke17ZwdGBToddI8pDm48kOr6fpXnNv0C2gTxB2n56yp7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UZ2r1pl2YpRZws_c0qFWLn1c8OKzY-T331mDrBnHYXHO0mlp7cGNipU5tTKIxUWi9Q/IMG_0598.jpg,china,yes,1.0,12888,hotan,"['hotan', 'warman', 'hotar', 'hotaka', 'bayan hot', 'hotonj', 'lookan', 'pićan', 'hraň', 'höttingen']",china
15287,The Armani Flower shop in Chater House,https://images.squarespace-cdn.com/content/515ce6c8e4b0ba196f61d6d7/1372374630708-QGIU3DAICM3U5YYLBYM4/armani+flowers.jpg?format=1000w&content-type=image%2Fjpeg,hong kong,yes,1.0,14105,chater house,"['chatte', 'chatrā', 'chatra', 'chatrai', 'châtel', 'chatswood', 'mansión', 'spring house', 'lofthouse', 'cookhouse']",china
16201,"Customized luxury display cabinet and showcase for jewelry store shop mounted retail kiosk counter, View display cabinet and showcase for jewelry shop, PENBO Product Details from Guangzhou Penbo Display Products Co., Ltd. on Alibaba.com",https://i.pinimg.com/736x/89/5e/6f/895e6ff93b50b6dc8c7235ccf9b1b938--jewelry-stores-jewelry-shop.jpg,china,yes,1.0,14949,guangzhou,"['guangzhou', 'guangzhou shi', 'shenzhen', 'beijing', 'zhuzhou', 'changzhou', 'shanghai', 'dengzhou', 'hongzhou', 'huazhou']",china
18392,"HONG KONG S.A.R. , CHINA - APRIL 03, 2016 - Unidentified crowd and shop signages on the busy streets of Kowloon",https://static3.bigstockphoto.com/thumbs/3/5/1/large2/153522845.jpg,china,yes,1.0,16951,china,"['chiná', 'china', 'shanghai', 'asia', 'beijing', 'japan', 'china chō', 'taiwan', 'brasil', 'koréa']",china
18529,Woolen yarn selection of colorful wool on display in a shop amoy city china Royalty Free Stock Image,https://thumbs.dreamstime.com/m/woolen-yarn-selection-colorful-wool-display-shop-amoy-city-china-36848646.jpg,china,yes,1.0,17078,amoy city china,"['city of china', 'city of ammon', 'city of amery', 'town of china', 'meizhou', 'city of amboy', 'city of chino', 'hongzhou', 'jingzhou', 'town of amnicon']",china
23284,Special 2-seater dinette combination of KFC split the table cafe restaurant tea shop dinette(China (Mainland)),http://g04.a.alicdn.com/kf/HTB1XCwhIFXXXXXKaXXXq6xXFXXXi/-font-b-Special-b-font-2-seater-dinette-combination-of-font-b-KFC-b-font.jpg,china,yes,1.0,21448,china (mainland),"['chiná', 'china', 'shanghai', 'hongzhou', 'city of china', 'hong kong', 'beijing', 'hongjiang', 'jingzhou', 'lower mainland']",china
23362,"SHENZHEN, CHINA - CIRCA OCTOBER, 2015: inside Starbucks coffee shop in Shenzhen. Starbucks Corporation is an American coffee company and coffeehouse chain.",https://static1.bigstockphoto.com/8/9/1/large2/198500719.jpg,china,yes,1.0,21517,china,"['chiná', 'china', 'shanghai', 'asia', 'beijing', 'japan', 'china chō', 'taiwan', 'brasil', 'koréa']",china
25867,"A shop selling various electrical products in Guangzhou, China. The financial crisis won't have too much impact on Chinese consuming market. According to a survey by Nielsen of 50 countries and regions, only 35 percent of Chinese people believed the domestic economy was in a contraction. The figure was the lowest among the 50 world markets..",https://m.psecn.photoshelter.com/img-get/I0000Lfn0P0f60zc/t/200/I0000Lfn0P0f60zc.jpg,china,no,1.0,23832,china,"['chiná', 'china', 'shanghai', 'asia', 'beijing', 'japan', 'china chō', 'taiwan', 'brasil', 'koréa']",china
25908,"JINGHE, Aug. 9, 2017 - A shop is in chaos after an earthquake hit Jinghe County, northwest China's Xinjiang Uygur Autonomous Region, Aug. 9, 2017. A 6.6-magnitude earthquake jolted Jinghe County ...",https://files.prokerala.com/news/photos/imgs/1024/jinghe-aug-9-2017-a-shop-is-in-chaos-after-an-570694.jpg,china,no,1.0,23870,jinghe county,"['sinoe county', 'county carlow', 'taos county', 'shenandoah county', 'leon county', 'rice county', 'broward county', 'penghu county', 'imperial county', 'dixon county']",china
26348,The One Shop西門店,https://s.yimg.com/ma/327c/storelogo/Y1715677378.jpg,taiwan,yes,1.0,24275,no,['no'],china
163,Shop Piscinas Indaiatuba,https://www.indaiatubafacil.com.br/guia/fotos/1_204201800246loogo.png,brazil,yes,1.0,148,indaiatuba,"['indaiatuba', 'indaiabira', 'indaial', 'estrela do indaiá', 'pasaia', 'acaiaca', 'juruaia', 'suraia', 'peraía', 'praia']",brazil
8469,Tram Santa Teresa: View of the maintenance shop and depot.,https://www.ferrolatino.ch/image/small/236/Tram+Santa+Teresa:+View+of+the+maintenance+shop+and+depot..jpg,italy,yes,1.0,7811,no,['no'],brazil
16349,"Photo of Motorcycle Shop Motostreet Raja at Av. Raja Gabaglia, 3127, Belo Horizonte 30350-563, Brazil",https://igx.4sqi.net/img/general/400x220/56228563_s5ofovTtjvjaJhobbgVr7k-JZHW5e0545VJMWDeGr78.jpg,brazil,yes,1.0,15085,brazil,"['brazil', 'brasil', 'brasília', 'brasilândia', 'england', 'italy', 'vitória brasil', 'brasil novo', 'novo brasil', 'brasileira']",brazil
32585,"SAO PAULO , BRAZIL 13 JULY 2018 ; EATALY bakery. The largest Italian gastronomic center in Sao Paulo, Brazil.A place where you can eat, shop and learn.",https://image.shutterstock.com/image-photo/sao-paulo-brazil-13-july-260nw-1409547566.jpg,brazil,yes,1.0,30033,brazil,"['brazil', 'brasil', 'brasília', 'brasilândia', 'england', 'italy', 'vitória brasil', 'brasil novo', 'novo brasil', 'brasileira']",brazil
42426,"SALVADOR, BRAZIL - MARCH 9, 2017: A souvenir shop selling local handicrafts and Afro-Brazilian musical instruments - Stock Image",https://c8.alamy.com/comp/J560E8/salvador-brazil-march-9-2017-a-souvenir-shop-selling-local-handicrafts-J560E8.jpg,brazil,yes,1.0,39090,brazil,"['brazil', 'brasil', 'brasília', 'brasilândia', 'england', 'italy', 'vitória brasil', 'brasil novo', 'novo brasil', 'brasileira']",brazil
45528,Photo of Ice Cream Shop Sorveteria Almeida at Brazil,https://irs0.4sqi.net/img/general/400x220/20947709_zvBASsI1HI7BLVZkF37Ci9n28gxwx3aiKeDrEGbQOwo.jpg,brazil,yes,1.0,41911,brazil,"['brazil', 'brasil', 'brasília', 'brasilândia', 'england', 'italy', 'vitória brasil', 'brasil novo', 'novo brasil', 'brasileira']",brazil
47473,Nike 1994: A Look Inside Nike's First Ever Brazilian Pop-Up Shop,https://i1.wp.com/hypebeast.com/image/2014/06/nike-1994-sao-paulo-energy-pop-up-shop-00.jpg?w=516,brazil,yes,1.0,43703,brazil,"['brazil', 'brasil', 'brasília', 'brasilândia', 'england', 'italy', 'vitória brasil', 'brasil novo', 'novo brasil', 'brasileira']",brazil
70464,clothing stores 100 organic clothes shop in sao paulo brazil treehugger,http://tse3.mm.bing.net/th?id=OIP.USbAS1Nv4knMRmwcBpsAUQAAAA,brazil,yes,1.0,64848,sao paulo,"['são paulo', 'são paulo de olivença', 'são paulo do potengi', 'são fernando', 'são paulo de frades', 'são josé', 'são paulo das missões', 'são pedro', 'são joão', 'são rafael']",brazil
75884,"Rio de Janeiro, Brazil - January 10, 2018: Street scene of an open shop in Ipanema selling sandals and women's clothes, including bikinis. Sandalias means sandals in Portuguese",https://image.shutterstock.com/image-photo/rio-de-janeiro-brazil-january-260nw-1008872272.jpg,brazil,yes,1.0,69841,brazil,"['brazil', 'brasil', 'brasília', 'brasilândia', 'england', 'italy', 'vitória brasil', 'brasil novo', 'novo brasil', 'brasileira']",brazil
75893,"CCTV footage shows the police officer (bottom right) entering the shop in Brazil as a regular customer, before being followed in seconds later by the robber holding a gun (centre)",https://i.dailymail.co.uk/i/pix/2016/12/06/15/3B19F1F700000578-4005988-image-a-48_1481038307949.jpg,brazil,yes,1.0,69850,brazil,"['brazil', 'brasil', 'brasília', 'brasilândia', 'england', 'italy', 'vitória brasil', 'brasil novo', 'novo brasil', 'brasileira']",brazil
80400,"Photo of Ice Cream Shop Claerrô at Av. José Marcelino, 192, Catalão 75701-000, Brazil",https://irs3.4sqi.net/img/general/400x220/38104924_wVn-aWFv1-tqeirKVPZjZInS10v6O74nfIguxsgVwJo.jpg,brazil,yes,1.0,74035,brazil,"['brazil', 'brasil', 'brasília', 'brasilândia', 'england', 'italy', 'vitória brasil', 'brasil novo', 'novo brasil', 'brasileira']",brazil
103562,"Flavia Pogliani é a dona do The Little Coffee Shop, em Pinheiros",http://f.i.uol.com.br/folha/saopaulo/images/14276472.jpeg,brasil,yes,1.0,95327,pinheiros,"['pinheiros', 'pinheiro', 'pindushi', 'pindelo', 'pinos', 'pincehely', 'pinheiral', 'pindiga', 'pinapaka', 'pinheiro preto']",brazil
117806,Brazilian Bikini Shop Coupon Codes,https://n.fyvor.com/image/termnew/201609auto/1474982274_255_207.jpg,no,yes,1.0,108492,brazil,"['brazil', 'brasil', 'brasília', 'brasilândia', 'england', 'italy', 'vitória brasil', 'brasil novo', 'novo brasil', 'brasileira']",brazil
117858,"The Hide Shop in Curitiba, Brazil",https://static.flickr.com/58/172313708_5575809448_o.jpg,brazil,yes,1.0,108540,brazil,"['brazil', 'brasil', 'brasília', 'brasilândia', 'england', 'italy', 'vitória brasil', 'brasil novo', 'novo brasil', 'brasileira']",brazil
120772,"RIO DE JANEIRO - JANUARY 31, 2017: Customers shop at the fish market, an outdoor stall in the weekly farmers market - Stock Image",https://c8.alamy.com/comp/J9FPEX/rio-de-janeiro-january-31-2017-customers-shop-at-the-fish-market-an-J9FPEX.jpg,brazil,yes,1.0,111204,rio de janeiro,"['rio de janeiro', 'río', 'rio', 'rio grande city', 'rio paranaíba', 'río viejo', 'río duque', 'rio meão', 'rio maior', 'city of brazil']",brazil
131115,"Boy young man having his hair cut into a street style. Young independent barber shop hair stylist in the street for the young people guys of Vila Valquiere, West Zone Zona Oueste, Rio de Janeiro",https://m.psecn.photoshelter.com/img-get2/I0000ha0KZSMU_uI/fit=1000x750/MG-9125-1.jpg,brazil,yes,1.0,120755,vila valquiere,"['vila vila', 'vila', 'vila valério', 'vila cã', 'vilablareix', 'vilaión', 'vilaseca', 'vilaça', 'vila maria', 'vilalba']",brazil
156278,Brazil's Natura Cosmeticos to buy The Body Shop in a $1.1 billion deal,https://www.franchiseindia.com/uploads/thumbs/the-body-shop-f8edd3dd63-cecc7936b67e67804904d24a32bcb031.jpg,brazil,yes,1.0,143950,brazil,"['brazil', 'brasil', 'brasília', 'brasilândia', 'england', 'italy', 'vitória brasil', 'brasil novo', 'novo brasil', 'brasileira']",brazil
156556,"Workers are driven long distances to faraway farms in Para State. The trip is paid for by the 'gato' (cat - due to their propensity to land on their feet) who recruited them to work. This is the beginning of the workers' entrapment. It is a form of modern-day slavery, implicated most often via a fraudulent debt, such as the cost of the trip from their home to the farm, used as an excuse to keep workers in the farm while they owe money to the farmer. They are forced to buy everything, from tools to food, from the farmer's shop, at inflated prices. The debt is never cleared and the workers are effectively trapped.",http://cdn.c.photoshelter.com/img-get/I00004O2M5lMc5Hk/s/750/750/EMA00010BRA.jpg,nigeria,no,1.0,144205,para state,"['state line', 'imo state', 'state center', 'enugu state', 'abia state', 'free state', 'benue state', 'mon state', 'amadi state', 'plateau state']",brazil
175157,"Tiradentes, Minas Gerais, May 4, 2013. This is a colorful Craft Shop, in one of the Colonial houses  of Tiradentes city, a vintage village and National Heritage place.",https://image.shutterstock.com/image-photo/tiradentes-minas-gerais-may-4-260nw-782854336.jpg,brazil,yes,1.0,161260,"tiradentes, minas gerais","['minas gerais', 'campos gerais', 'piedade dos gerais', 'brasilândia de minas', 'brasília de minas', 'trancoso (são pedro)', 'cachoeira de minas', 'vila franca do campo (são pedro)', 'são roque de minas', 'ibitiúra de minas']",brazil
176385,"SAO PAULO, BRAZIL - JUNE 29: A woman wearing a face mask walks in front of a shuttered shop with a 'For Lease' sign in downtown amidst the coronavirus (COVID-19) pandemic on June 29, 2020 in Sao Paulo, Brazil. Many businesses in the city of Sao Paulo went bankrupt and some commercial spaces are either for sale or for lease during the coronavirus (COVID-19) pandemic. (Photo by Alexandre Schneider/Getty Images)",https://static.sky.it/images/skytg24/it/mondo/2020/06/30/coronavirus-brasile/11_coronavirus_brasile_getty.jpg.transform/gallery-horizontal-mobile/3c00872ff5174c66ce14391df5ead512d44964a6/img.jpg,brazil,yes,1.0,162404,sao paulo,"['são paulo', 'são paulo de olivença', 'são paulo do potengi', 'são fernando', 'são paulo de frades', 'são josé', 'são paulo das missões', 'são pedro', 'são joão', 'são rafael']",brazil
181136,Sex Shop de Macaé,https://d26lpennugtm8s.cloudfront.net/stores/673/759/rte/sex-shop-em-macae.jpg,brazil,yes,1.0,166799,macaé,"['macaé', 'macas', 'macarena', 'macia', 'maciá', 'maclas', 'macuspana', 'macaas', 'macapá', 'macomia']",brazil
189300,Selezione Bier Shop is one of Serra Gaúcha.,https://fastly.4sqi.net/img/general/699x268/38159231_TTy4hBzzF9-uJ3Q4K-DRy5Al9R_U8V5F7cyHHuWQ80U.jpg,brazil,yes,1.0,174343,serra gaúcha,"['serrana', 'serra caiada', 'serra', 'serra talhada', 'serra do navio', 'serra alta', 'serranos', 'serra san quirico', 'serraria', 'serra grande']",brazil
189794,Nike 1994: A Look Inside Nike's First Ever Brazilian Pop-Up Shop,https://i1.wp.com/hypebeast.com/image/2014/06/nike-1994-sao-paulo-energy-pop-up-shop-05.jpg?quality=95&amp;w=1755,brazil,yes,1.0,174792,brazilian,"['brasileira', 'brasília', 'brasil', 'brasilândia', 'brasiléia', 'brasil novo', 'brazil', 'vitória brasil', 'novo brasil', 'rio luis']",brazil
193686,"Arraial D'Ajuda/Porto Seguro/Bahia/Brasil - January 02, 2018: Facade of a commercial establishment in the center of Arraial D'Ajuda. Colorful shop. Tourist spot.",https://image.shutterstock.com/image-photo/arraial-segurobahiabrasil-january-02-2018-260nw-1254604675.jpg,brasil,yes,1.0,178380,brasil,"['brasil', 'brazil', 'brasília', 'brasilândia', 'brasileira', 'vitória brasil', 'brasil novo', 'novo brasil', 'city of brazil', 'assis brasil']",brazil
204627,"KOF - King of The Fork - Specialty coffee shop guide to São Paulo, Brazil | Aliz's Wonderland",https://i2.wp.com/alizswonderland.com/wp-content/uploads/2020/06/KOF-King-of-The-Fork-01_Specialty-coffee-shop-guide-Sao-Paulo-Brazil-AlizsWonderland.jpg?resize=1000%2C1778&ssl=1,brazil,yes,1.0,188468,brazil,"['brazil', 'brasil', 'brasília', 'brasilândia', 'england', 'italy', 'vitória brasil', 'brasil novo', 'novo brasil', 'brasileira']",brazil
189,"Shop, retail premises rent leap in HCMC",http://image.sggp.org.vn/280x158/Uploaded/2018/bhgkqzbtgazs/2018_11_10/2045_bds_hanoi_cdms_bvdz.jpg,vietnam,yes,1.0,173,hcmc,"['brodoc', 'broc', 'montmacq', 'hlobyne', 'fujimi', 'bruchin', 'montignac', 'buc', 'búč', 'montcuq']",vietnam
6293,"Chinese workers buy fruits from local shop near the Haiphong Thermal Power Plant construction site in Trung Son, Vietnam, Nov. 22, 2009. At the construction site here, a few miles northeast of the port city of Haiphong, an entire Chinese world has sprung up, including four walled dormitory compounds for the Chinese workers, restaurants with Chinese signs advertising dumplings and fried rice, and currency exchange shops.",https://m.psecn.photoshelter.com/img-get2/I0000I9IzswEtKZ4/fill=/fit=250x250/I0000I9IzswEtKZ4.jpg,vietnam,yes,1.0,5790,vietnam,"['socialist republic of vietnam', 'china', 'chiná', 'asia', 'cuba', 'burmā', 'hanoi', 'koréa', 'taiwan', 'timor']",vietnam
7994,A little coffee shop in Saigon. You sit by the street and enjoy the best local drink you can find :) It's also a project from the Boyscout of Vietnam.,https://i.pinimg.com/236x/b0/69/b3/b069b31129429551fa355c047d8ee617.jpg,vietnam,yes,1.0,7368,saigon,"['ho chi minh city', 'hanoi', 'nam định', 'đại đồng', 'nam cheong', 'tha nam', 'đại cường', 'leone', 'nam song', 'socialist republic of vietnam']",vietnam
8866,Asia;Asian;commerce;commercial;dried-fruit;food;fruit;fruit-shop;fruit-shops;fruit-stall;fruit-stalls;fruits;Hanoi;hawker;hawkers;market;market-place;market-stall;market-stalls;market_place;marketplace;marketplaces;markets;Old-Quarter;people;person;produce-market;produce-markets;retail;retail-store;retailer;retailers;shop;shopping;shops;South-East-Asia;Southeast-Asia;stall;stalls;sticky-fruit;store;stores;street;street-scene;street-scenes;street-vendor;street-vendors;streets;vendor;vendors;Vietnam;Vietnamese,https://davidwallphoto.com/gallery/Asia/Vietnam/Hanoi/gallery_IVHn117.jpg,vietnam,yes,1.0,8179,vietnam,"['socialist republic of vietnam', 'china', 'chiná', 'asia', 'cuba', 'burmā', 'hanoi', 'koréa', 'taiwan', 'timor']",vietnam
20706,Tailor-made silk suits and blouses in a clothes shop in Hoi An,https://www.thebrokebackpacker.com/wp-content/uploads/2020/10/backpacking-vietnam-hoi-an-silk-suit.jpg,vietnam,yes,1.0,19074,hoi an,"['hoi an', 'homai', 'ho', 'hora', 'hojāi', 'hojai', 'houxi', 'hodoni', 'höör', 'horki']",vietnam
20718,"Night fruit shop in Saigon, Vietnam Royalty Free Stock Photography",https://thumbs.dreamstime.com/t/night-fruit-shop-saigon-vietnam-offering-various-kinds-49127397.jpg,vietnam,yes,1.0,19085,vietnam,"['socialist republic of vietnam', 'china', 'chiná', 'asia', 'cuba', 'burmā', 'hanoi', 'koréa', 'taiwan', 'timor']",vietnam
24315,Christmas shop vietnam,https://images.ctfassets.net/vrhya15gtbo4/30TMss36SKnKlcDN0hDEcb/c8ca0feed9806140ccab4358b45eb236/80379696_1079779889034243_584407949334544384_n.jpg,vietnam,yes,1.0,22390,vietnam,"['socialist republic of vietnam', 'china', 'chiná', 'asia', 'cuba', 'burmā', 'hanoi', 'koréa', 'taiwan', 'timor']",vietnam
24401,Vietnamese Open Air Barber Shop On Pavement Editorial,https://i0.wp.com/thumbs.dreamstime.com/x/vietnamese-open-air-barber-shop-pavement-ho-chi-minh-viet-nam-oct-traditional-lifestyle-poor-people-asia-urban-male-work-45672124.jpg,vietnam,yes,1.0,22469,vietnamese,"['thái nguyên', 'tỉnh thái nguyên', 'đại đồng', 'đại cường', 'thành phố thái nguyên', 'nam định', 'thai nam', 'nam lao', 'đakovo', 'việt trì']",vietnam
35952,Chinese lanterns for sale in a shop in Hoi An,https://m.psecn.photoshelter.com/img-get2/I0000NCRscx2vXWQ/fit=180x180/fill=/g=G0000DkgiXElQs1E/I0000NCRscx2vXWQ.jpg,vietnam,yes,1.0,33144,hoi an,"['hoi an', 'homai', 'ho', 'hora', 'hojāi', 'hojai', 'houxi', 'hodoni', 'höör', 'horki']",vietnam
36600,"Vietnam,Hoi An,Silk Shop Fabric Display - Travelasia",http://cdn.asiapix.com/thumbs/AI/05852AI27383.jpg,vietnam,yes,1.0,33736,hoi an,"['hoi an', 'homai', 'ho', 'hora', 'hojāi', 'hojai', 'houxi', 'hodoni', 'höör', 'horki']",vietnam
36824,Common traditional pottery products on a shop in Bat Trang ancient ceramic village. Bat Trang village is the oldest and best known pottery village of Vietnam. - stock photo,https://thumb1.shutterstock.com/image-photo/stock-photo-common-traditional-pottery-products-on-a-shop-in-bat-trang-ancient-ceramic-village-bat-trang-450w-257915348.jpg,vietnam,yes,1.0,33937,vietnam,"['socialist republic of vietnam', 'china', 'chiná', 'asia', 'cuba', 'burmā', 'hanoi', 'koréa', 'taiwan', 'timor']",vietnam
40254,Asia;Asian;Asian-conical-hat;Asian-conical-hats;Central-Market;Central-Sea-region;colorful;colour;colourful;commerce;commercial;conical-hat;conical-hats;farmer;farmer-market;farmer-markets;farmers-market;farmers-markets;farmers;farmers-market;farmers-markets;female;females;food;food-market;food-markets;food-stall;food-stalls;fruit;fruit-and-vegetables;fruit-market;fruit-markets;Hi-An;Hoi-An;Hoi-An-Central-Market;Hoi-An-Market;Hoi-An-Old-Town;Hoian;Indochina;ladies;lady;leaf-hat;leaf-hats;market;market-place;market-stall;market-stalls;market_place;marketplace;marketplaces;markets;non-la;nón-lá;old-town;palm_leaf-conical-hat;people;person;produce;produce-market;produce-markets;produce-pmarket;product;products;retail;retailer;retailers;shop;shopping;shops;South-East-Asia;Southeast-Asia;stall;stalls;steet-scene;street;street-scene;street-scenes;streets;UN-world-heritage-area;UN-world-heritage-site;UNESCO-World-Heritage-area;UNESCO-World-Heritage-Site;united-nations-world-heritage-area;united-nations-world-heritage-site;vegetable;vegetables;Vietnam;Vietnamese;Vietnamese-conical-hat;Vietnamese-conical-hats;Vietnamese-hat;Vietnamese-hats;Vietnamese-symbol;woman;women;world-heritage;world-heritage-area;world-heritage-areas;World-Heritage-Park;World-Heritage-site;World-Heritage-Sites,http://www.davidwallphoto.com/gallery/Asia/Vietnam/Hoi_An/gallery_IVHA255.jpg,vietnam,yes,1.0,37082,vietnam,"['socialist republic of vietnam', 'china', 'chiná', 'asia', 'cuba', 'burmā', 'hanoi', 'koréa', 'taiwan', 'timor']",vietnam
41915,Phuong II Cloth Shop,https://media-cdn.tripadvisor.com/media/photo-s/06/d4/89/15/phuong-ii-cloth-shop.jpg,no,yes,1.0,38618,no,['no'],vietnam
45409,"Hanoi shop fronts in Vietnam. Click through to find out the 52 Coolest Things to do in Hanoi Vietnam. Hanoi Vietnam, Vietnam Travel, Vietnam Image, Stuff To Do, Things To Do, Free Background Images, Night Pictures, Ho Chi Minh City, City Photography",https://i.pinimg.com/236x/32/7c/03/327c03d8e57a57bcba834098958bb1f5.jpg,vietnam,yes,1.0,41806,hanoi,"['hanoi', 'shangaly', 'shangzhi', 'shenkottai', 'shangri-la', 'shangsi', 'việt trì', 'socialist republic of vietnam', 'lapuan', 'đại cường']",vietnam
45975,"FFOTO-Olivia Marty-La Possibilité d'une Vie (projected on an abandoned shop in an expropriated area, in District 1, Saigon)",https://cdn.shopify.com/s/files/1/0022/9644/7041/products/fFOTOIMAGE_Olivia-Marty_La-Possibilite-dune-Vie_reCollection_1050x.jpg?v=1554156123,vietnam,yes,1.0,42315,saigon,"['ho chi minh city', 'hanoi', 'nam định', 'đại đồng', 'nam cheong', 'tha nam', 'đại cường', 'leone', 'nam song', 'socialist republic of vietnam']",vietnam
47184,Two Ladies Tailor Shop (Hoi An) - 2019 All You Need to Know BEFORE,https://media-cdn.tripadvisor.com/media/photo-s/18/0f/53/d0/showroom.jpg,vietnam,yes,1.0,43433,hoi an,"['hoi an', 'homai', 'ho', 'hora', 'hojāi', 'hojai', 'houxi', 'hodoni', 'höör', 'horki']",vietnam
52683,Asia;Asian;Central-Market;Central-Sea-region;citrus-fruit;colorful;colour;colourful;commerce;commercial;dragon-fruit;dragonfruit;farmer;farmer-market;farmer-markets;farmers-market;farmers-markets;farmers;farmers-market;farmers-markets;food;food-market;food-markets;food-stall;food-stalls;fruit;fruit-and-vegetables;fruit-market;fruit-markets;fruit-stall;fruit-stalls;fruit-stand;Hi-An;Hoi-An;Hoi-An-Central-Market;Hoi-An-Market;Hoi-An-Old-Town;Hoian;Indochina;market;market-place;market-stall;market-stalls;market_place;marketplace;marketplaces;markets;old-town;orange;oranges;people;person;produce;produce-market;produce-markets;produce-pmarket;product;products;retail;retailer;retailers;shop;shopping;shops;South-East-Asia;Southeast-Asia;stall;stalls;steet-scene;street-scene;street-scenes;tropical-fruit;UN-world-heritage-area;UN-world-heritage-site;UNESCO-World-Heritage-area;UNESCO-World-Heritage-Site;united-nations-world-heritage-area;united-nations-world-heritage-site;Vietnam;Vietnamese;world-heritage;world-heritage-area;world-heritage-areas;World-Heritage-Park;World-Heritage-site;World-Heritage-Sites,https://davidwallphoto.com/gallery/Asia/Vietnam/Hoi_An/IVHA243.jpg,vietnam,yes,1.0,48505,vietnam,"['socialist republic of vietnam', 'china', 'chiná', 'asia', 'cuba', 'burmā', 'hanoi', 'koréa', 'taiwan', 'timor']",vietnam
54999,"HANOI,VIETNAM-AUG 15,2015:Front view of Starbucks coffee shop in Hanoi, near Vincom shopping mall. The shop opened in Hanoi in July 2014. Starbuck is an American global coffee company and coffeehouse.",https://thumb9.shutterstock.com/image-photo/stock-photo-hanoi-vietnam-aug-front-view-of-starbucks-coffee-shop-in-hanoi-near-vincom-shopping-mall-450w-393210982.jpg,vietnam,yes,1.0,50624,hanoi,"['hanoi', 'shangaly', 'shangzhi', 'shenkottai', 'shangri-la', 'shangsi', 'việt trì', 'socialist republic of vietnam', 'lapuan', 'đại cường']",vietnam
56929,Customer entering a coffee shop of Starbucks in Hanoi capital,https://static1.bigstockphoto.com/thumbs/8/8/7/large2/78899240.jpg,vietnam,yes,1.0,52400,hanoi,"['hanoi', 'shangaly', 'shangzhi', 'shenkottai', 'shangri-la', 'shangsi', 'việt trì', 'socialist republic of vietnam', 'lapuan', 'đại cường']",vietnam
63681,a hat shop for selling on sidewalk in Hoi an Vietnam          - stock photo,https://thumb7.shutterstock.com/image-photo/stock-photo--a-hat-shop-for-selling-on-sidewalk-in-hoi-an-vietnam-450w-260911529.jpg,vietnam,yes,1.0,58618,hoi an vietnam,"['đồng hới', 'huyện minh hóa', 'hoi an', 'huai nam hom', 'tha nam oi', 'nam pai', 'ho chi minh city', 'huyện đức hòa', 'chai nam', 'huyện đạ huoai']",vietnam
65559,"Get yourself a beautiful ao dai tailored at any of our favourite tailor shops in Ho Chi Minh City. Tailor Shop, Ho Chi Minh City, Projects To Try, Sewing, Crochet, Fabric, Crafts, Diy, Stuff To Buy",https://i.pinimg.com/236x/8f/eb/d7/8febd7a61f04ccc64cd85fd106d7b3c0.jpg,vietnam,yes,1.0,60346,ho chi minh city,"['ho chi minh city', 'huyện minh hóa', 'đồng hới', 'huyện yên minh', 'huyện u minh', 'xã điện minh', 'huyện đức cơ', 'cờ đỏ', 'zhubei city', 'huyện minh long']",vietnam
66786,Vietnamese People Riding Biking Driving And Foreign Travelers Walking Travel Visit Old Town And Shop,https://static3.bigstockphoto.com/0/2/4/large2/420801962.jpg,vietnam,yes,1.0,61472,old town,"['old town', 'city of old town', 'old city', 'town', 'new town', 'city of oldsmar', 'town of old saybrook', 'old harbour', 'oldsmar', 'city of new town']",vietnam
67265,instrument shop.. ha noi,https://photos.smugmug.com/Other/North-vietnam-laos-thailand/i-WR9Q4rc/1/2b405461/S/IMG_5734-S.jpg,vietnam,yes,1.0,61916,no,['no'],vietnam
74594,back in time coffee shop in the heart of hanoi,https://vietnamtimes.org.vn/stores/news_dataimages/dieuhuongvnt/062020/30/17/thumbnail/3406_1.png?rt=20200705065501,vietnam,yes,1.0,68648,hanoi,"['hanoi', 'shangaly', 'shangzhi', 'shenkottai', 'shangri-la', 'shangsi', 'việt trì', 'socialist republic of vietnam', 'lapuan', 'đại cường']",vietnam
76508,The first customer who buys Poemy towel in the Opening Ceremony of M2 Shop - Dien Bien Phu Hanoi,https://i.pinimg.com/236x/c3/fe/9f/c3fe9f5d866a0142ec3945b9c7ddf80a--opening-ceremony-hanoi.jpg,vietnam,yes,1.0,70419,dien bien phu hanoi,"['dien bien phu', 'du phong', 'phu laen chang', 'huyện điện biên', 'huyện điện biên đông', 'đảo phú quý', 'đại đồng', 'huyện đồng phú', 'phong điền', 'đồng hới']",vietnam
