,id,text,svm_1,gemini-flash_faiss_country
187,3682,"Looking for Bridal Lehenga for your wedding ? Dulhaniyaa curated the list of Best Bridal Wear Store with variety of Bridal Lehenga with their prices Wedding Lehnga, Indian Bridal Lehenga, Red Lehenga, Indian Bridal Outfits, Indian Bridal Fashion, Indian Bridal Wear, Indian Dresses, Bridal Dresses, Wedding Dress",1.0,india
188,4599,"Modern Indian Wedding Dresses And Wedding Gowns Wedding Dress Empire, Cheap Wedding Dress, Wedding Gowns, Sequin Wedding, Wedding Lenghas, Desi Wedding Dresses, Tulle Wedding, Ball Dresses, Bridal Dresses",1.0,india
189,5109,A Traditional Wedding of Kerala Traditional Wedding Dress,1.0,india
190,5262,2013 wedding dress Soft by Rosa Clara bridal gowns Jaipur,1.0,india
191,5421,Indian Wedding Dress Check out more desings at: http://www.mehndiequalshenna.com/,1.0,india
192,5674,Image 5 - AIJINGYU Indian Wedding Dress Lace Vintage Gowns Coat Bridals Buy New Shiny Luxury White Ball Gown Dresses,1.0,india
193,5773,"There are many kinds of Silk Dupatta one can have which are in different fabric styles from yarn to weaving styles. The most common kinds are the Banarasi Silk dupattas, Ikat… Indian Wedding Outfits, Indian Outfits, Ethnic Outfits, Wedding Dress, Indian Attire, Indian Ethnic Wear, Ethnic Fashion, Asian Fashion, Diva Fashion",1.0,india
194,6049,"Pale pink floral lehenga from Mahima Mahajan Indian Gowns Dresses, Pakistani Dresses, Indian Sarees, Bollywood Anarkali Suits, Indian Bollywood, Asian Wedding Dress Pakistani, Indian Wedding Sari, Punjabi Suits, Indian Attire",1.0,india
195,6249,"Buy online red crystal and embroidered bridal lehenga choli. This bridal lehenga choli is made with exclusive crystal and embroidered. Shop online beautiful bridal lehenga choli now. Lehenga Style, Red Lehenga, Indian Lehenga, Designer Bridal Lehenga, Bridal Lehenga Choli, Wedding Sarees Online, Saree Wedding, Wedding Dress, Indian Bridal Wear",1.0,india
196,6407,"Pink Princess 1st Birthday Dresses - Baby Girl Wedding Dress, Baby New Arrivals, Kids Clothing Collection, Diamond Embellished Dress for any Special Occasion for #pinkblueindia #2yrs #3yrs #4yrs #5yrs",1.0,india
197,6542,"Browse from pink bridal lehenga designs trending now. Get ideas from images of real brides wearing latest bridal lehengas in pink for their wedding. Wedding Outfits For Groom, Indian Wedding Outfits, Bridal Outfits, Wedding Suits, Sikh Wedding Dress, Wedding Bride, Farm Wedding, Wedding Couples, Boho Wedding",1.0,india
198,7183,Indian Wedding Dress Collection,1.0,india
199,7219,In India Wedding Dress and Jewellery are major attractions in a Wedding a14097d68,1.0,india
200,260,"Load image into Gallery viewer, Essence of Australia 'D2267' size 14 new wedding dress back view on model",1.0,australia
201,323,Beautiful wedding Dress by Essense of Australia,1.0,australia
202,651,kuitpo-forrest-adelaide-red-car-wedding-dress-photography.jpg,1.0,australia
203,656,D1928 Strapless Lace Wedding Dress by Essense of Australia,1.0,australia
204,692,D2177 Fit and flare wedding dress with keyhole back by Essense of Australia,1.0,australia
205,922,D2209+ Plus Size Beaded Curve-Hugging Trumpet Wedding Dress by Essense of Australia,1.0,australia
206,955,D2748 Full A-Line Wedding Dress with Floral Details by Essense of Australia,1.0,australia
207,1006,"Kelsi wears the Leonie Melanie gown; a V-neck, A-line, simple wedding dress, for her Queensland wedding",1.0,australia
208,1246,The bride putting on her Steven Khalil wedding dress in Melbourne,1.0,australia
209,1297,White wedding dress approx size 10/12 Tea Tree Gully Tea Tree Gully Area Preview,1.0,australia
210,1375,Wedding Dress I Wedding Gown I Veil I Allure Bridals (9153) I Available at Brides of Melbourne,1.0,australia
211,1385,"A whimsical approach to a traditional wedding dress, this two-piece set features a spaghetti-strap lace top with a buttoned back and a sweeping, A-line tulle skirt. Available in Sydney, Melbourne & Online. Affordable Bridal, Traditional Wedding Dresses, Boho Bride, Bridal Gowns, Tulle, Alice Springs, Melbourne Wedding, Byron Bay, Formal Dresses",1.0,australia
212,1398,Essense of Australia D2086 Ball Gown Wedding Dress,1.0,australia
213,1635,"Shimmering Fit and Flare Wedding Dress with Sequin by Essense of Australia Wedding Dress Backs, Fit And Flare Wedding Dress, Gorgeous Wedding Dress, Colored Wedding Dresses, Gown Wedding, Essence Of Australia Wedding Dress, Wedding Couple Poses, Essense Of Australia, Wedding Dress Boutiques",1.0,australia
214,2476,"Handmade silk wedding dress, c 1940s, displayed on headless mannequin. Australian War Memorial.",1.0,australia
215,2618,D2340 Beaded Fit and Flare Wedding Dress with Silver Lace by Essense of Australia,1.0,australia
216,2819,Garden floral inspired: http://www.stylemepretty.com/australia-weddings/2015/10/30/look-we-love-floral-wedding-dress-details/,1.0,australia
217,2992,D2409 Modern Fairytale Wedding Dress by Essense of Australia,1.0,australia
218,3037,Tie Up Wedding Dress Train Australia - Beautiful Blush Pink Ball Gown Wedding Dresses Off the Shoulder Long Sleeve Bow Tie Sash Wedding Dress Pears Appliques Bridal Gowns,1.0,australia
219,3184,Holden Classic Adelaide parkland trees bride groom wedding dress strapless bouquet white gold silver accessories necklace headband earrings groom grey suit black shoes white rose tie photographer Australia photography,1.0,australia
220,3317,anna campbell wedding dress. love everything but the wrist cuff!,1.0,australia
221,3637,Cathleen Jia Couture Wedding Dress Makers Melbourne,1.0,australia
222,4000,KWH bride Celeste & Daniel just married on Sydney harbour; wearing the Bespoke ESTHER wedding dress by Karen Willis Holmes,1.0,australia
223,4128,An elegant tulle over satin bridal gown courtesy of the Essense of Australia wedding dress collection,1.0,australia
224,4172,20 Long Sleeve Wedding Dress Ideas. Fit And Flare Wedding Dresses Australia. Hill Country Wedding Dresses. Vintage Wedding Dresses For Older Brides. Cinderella Wedding Dress Style 226. Colored Organza Wedding Dresses. Long Sparkly Wedding Dresses. Tea Length Wedding Dresses Norwich. Long Sleeve Lace Wedding Dresses Uk,1.0,australia
225,267,Traditional National Thai Garment Dress Thai Traditional Dress Dresses Wedding Dress online for Sale Thai Clothing Thailand Clothes Complete Set for Women Girls Adults Youth Kids,1.0,thailand
226,284,"10 Stunning Dresses for Non-Traditional Brides Thai Wedding Dress, Khmer Wedding, Wedding Dresses, Kebaya Wedding, Kebaya Lace, Kebaya Dress, Thai Traditional Dress, Traditional Outfits, Couture Dresses",1.0,thailand
227,5473,"Old Phuket town festival. PHUKET, THAILAND - 07 FEB 2014: Phuket town residents in wedding dress take part in procession parade of annual old Phuket town stock images",1.0,thailand
228,5820,Traditional National Thai Garment Dress Thai Traditional Dress Dresses Wedding Dress online for Sale Thai Clothing Thailand Clothes Complete Set for Women Girls Adults Youth Kids,1.0,thailand
229,5964,Traditional National Thai Garment Dress Thai Traditional Dress Dresses Wedding Dress online for Sale Thai Clothing Thailand Clothes Complete Set for Women Girls Adults Youth Kids,1.0,thailand
230,6739,"Thai Wedding Dress, Dresses To Wear To A Wedding, Khmer Wedding, Thai Traditional Dress, Traditional Outfits, Thai Dress, Thai Style, Vogue Magazine, Culture Of Thailand",1.0,thailand
231,7257,Top Traditional National Thai Garment Dress Thai Traditional Dress Dresses Wedding Dress Complete Set for Women Girls Adults Youth Kids,1.0,thailand
232,8000,sitt: blonde bride in wedding dress look at handsome groom in white cloth sitting on longtail boat near the rocky island,1.0,thailand
233,8320,Traditional National Thai Dress Thai Traditional Dress Dresses Wedding Dress online for Sale Thai Clothing Thailand Clothes Complete Set for Women Girls Adults Youth Kids,1.0,thailand
234,8703,"Queen Sirikit Museum of Textile Cultural Thailand Tradition Traditional Thai Clothing, Traditional Fashion, Traditional Dresses, Thai Wedding Dress, Thailand Fashion, Thai Fashion, Queen Sirikit, Textile Museum, Thai Dress",1.0,thailand
235,9224,Phuket Destination Wedding Dress,1.0,thailand
236,10483,2018 Latest Designer Elegant White Mermaid Cap Sleeve V Neck Long Button Back Lace Wedding Dress Manufacturer Bangkok (MN1255) pictures & photos,1.0,thailand
237,10493,"Thailand National Costume, Thailand Costume, Thai Traditional Dress, Traditional Outfits, Thai Wedding Dress, Wedding Dresses, Thai Dress, Thai Style, Night Gown",1.0,thailand
238,12141,Top Traditional National Thai Garment Dress Thai Traditional Dress Dresses Wedding Dress Complete Set for Men Boys Youth Kids Adults,1.0,thailand
239,12798,Top Traditional National Thai Garment Dress Thai Traditional Dress Dresses Wedding Dress Complete Set for Women Girls Youth Kids Adults Couple,1.0,thailand
240,14252,"Images by Joanna Brown Photography Bridesmaids wear bespoke Thai silk dresses. Images by Joanna Brown Photography Thai Wedding Dress, Wedding Bridesmaid Dresses, Wedding Party Dresses, Bridesmaid Ideas, Party Wedding, Dress Party, Laos Wedding, Cambodian Wedding, Wedding Blog",1.0,thailand
241,14369,Traditional National Thai Dress Thai Traditional Dress Dresses Wedding Dress online for Sale Thai Clothing Thailand Clothes Complete Set for Women Girls Adults Youth Kids,1.0,thailand
242,14700,Traditional Thailand Wedding Dress for Girls,1.0,thailand
243,15279,simple wedding dress wholesale in thailand,1.0,thailand
244,16880,69f6c6ed5029 Traditional National Thai Dress Thai Traditional Dress Dresses Wedding  Dress online for Sale Thai Clothing Thailand,1.0,thailand
245,18460,5c915f526dcb Traditional National Thai Dress Thai Traditional Dress Dresses Wedding  Dress online for Sale Thai Clothing Thailand Clothes Complete Set for Women  Girls ...,1.0,thailand
246,20675,Traditional Thailand Wedding Dress for Women,1.0,thailand
247,21295,Koh Samui wedding YL Residence bride getting ready looking back with wedding dress and closeup of flowers,1.0,thailand
248,24463,Traditional National Thai Dress Thai Traditional Dress Dresses Wedding Dress online for Sale Thai Clothing Thailand Clothes Complete Set for Women Girls Adults Youth Kids,1.0,thailand
249,27141,Traditional Thai Wedding Dress in Blue by Milan Bridal Couture & Wedding Studio,1.0,thailand
