id,text,url,entity_presence,llama,svm_1,new,gemini-flash_faiss_country
00019.jsonl.gz-11033926,"06/01/19<br /> <br /> Forty classic Citroen 2CVs make their way up over the Yorkshire moors as they take part in the annual 'Raid Tan Hill' which sees the tiny 602cc French cars climb (slowly!) to the Tan Hill Inn - the highest pub in the UK.<br /> <br /> All Rights Reserved, F Stop Press Ltd. (0)1335 344240 +44 (0)7765 242650  www.fstoppress.com rod@fstoppress.com",https://m.psecn.photoshelter.com/img-get/I0000tZEm8SQ4Xec/t/125/I0000tZEm8SQ4Xec.jpg,yes,united kingdom,1.0,False,united kingdom
00021.jsonl.gz-823739,Old map of Windmill Hill in 1897-1898,https://maps.francisfrith.com/rnc/catslip-1897-1898_rnc664647_letterbox_cutout.png,yes,united kingdom,1.0,False,united kingdom
00081.jsonl.gz-349602,Offa's Dyke - History and Guide by David Hill - Margaret Worthington -,https://img-4.fruugo.com/product/6/74/75634746_0340_0340.jpg,no,united kingdom,1.0,False,united kingdom
00001.jsonl.gz-14558766,Thomas Rowlandson - London From The Slope Of Highgate Hill,http://images.arcadja.com/rowlandson_thomas-london_from_the_slope_of_highgate_hil~OM8f9300~10385_20190724_srkey10260_1202.jpg,yes,united kingdom,1.0,False,united kingdom
00024.jsonl.gz-6195519,Farmhouses in Teesdale after a band of wintry weather brought hill snow and a risk of ice,https://e3.365dm.com/19/01/768x432/skynews-snow-uk_4554425.jpg?20190123091929,yes,united kingdom,1.0,False,united kingdom
00086.jsonl.gz-8319834,NX2752 : Moor to the east of Craignarget Hill by Andy Farrington,https://s0.geograph.org.uk/geophotos/03/08/59/3085992_0d32951a_213x160.jpg,yes,united kingdom,1.0,False,united kingdom
00014.jsonl.gz-16931967,"4 bedroom character property for sale - Hollins Hill, Baildon",https://media.onthemarket.com/properties/3776428/857928723/image-0-480x320.jpg,yes,united kingdom,1.0,False,united kingdom
00086.jsonl.gz-14299409,Photo of Richie PATERSON at Hill of Fare,https://a.rootsandrain.com/f/0507/gus-media/20190811-hill-of-fare/d92239a0d2b159770223a44319af4d7b_p.jpg,yes,united kingdom,1.0,False,united kingdom
00092.jsonl.gz-3088506,"Digital vector map of Wales, Basic Country map with Hill shading",https://www.atlasdigitalmaps.com/media/catalog/product/cache/1/image/385x300/9df78eab33525d08d6e5fb8d27136e95/w/a/walesbasichillshadedmain.jpg,yes,united kingdom,1.0,False,united kingdom
00028.jsonl.gz-11157783,Burrow Mump (hill hill),http://s0.geograph.org.uk/photos/19/66/196618_262d0a90.jpg,yes,united kingdom,1.0,False,united kingdom
00076.jsonl.gz-17567112,Scots Pine trees on Bredon Hill,http://s0.geograph.org.uk/photos/52/47/524748_6d90fc59.jpg,yes,united kingdom,1.0,False,united kingdom
00027.jsonl.gz-2896952,"<b>Title</b> : Dedham Vale, 1802 (oil on canvas)Additional Infofrom Gun Hill, Langham, looking over the Stour valley; based on Claude Lorrain's<br><b>Medium</b> : oil on canvas<br><b>Location</b> : Victoria & Albert Museum, London, UK<br> - gettyimageskorea",https://images.gettyimageskorea.com/t500/20/322/sc_20322.jpg,yes,united kingdom,1.0,False,united kingdom
00002.jsonl.gz-9001881,"Settle, UK. 5th September 2018. UK Weather unusually hot sunny September day at Scaleber Force Waterfall, High Hill lane, Settle, Yorkshire Credit: Doug Blane/Alamy Live News - Stock Image",https://c8.alamy.com/zooms/6/e5a18feb0f484a95a8a3e55faf1d87ba/pjacwa.jpg,yes,united kingdom,1.0,False,united kingdom
00076.jsonl.gz-14424088,"Cunninghame Ramblers, Barony Hill, Dailly, May 15th 2018",https://i.ytimg.com/vi/MR90UH1b79o/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBEosFQ_ZMWoxiPSTQDqq1lCLp1iA,yes,united kingdom,1.0,False,united kingdom
00074.jsonl.gz-16553630,"Dundee, The Tay Bridge And Hills Of Fife From Balgay Hill c.1945",https://photos.francisfrith.com/frith/dundee-the-tay-bridge-and-hills-of-fife-from-balgay-hill-c1945_d81302_large.jpg,yes,united kingdom,1.0,False,united kingdom
00017.jsonl.gz-874696,cooper-hill-cheese-rolling-19,https://lh3.googleusercontent.com/-rZuSmen41mg/VcTgA1ieVTI/AAAAAAABFNk/Uf8aYE__hL8/cooper-hill-cheese-rolling-19%25255B2%25255D.jpg?imgmax=800,yes,united kingdom,1.0,False,united kingdom
00075.jsonl.gz-5809553,"Caradon Hill (Gonamena) Granite Quarry, Minions, Cornwall - September 07, 2020",https://photos.smugmug.com/Industrial-Archaeology/Quarries-of-Cornwall-and-Devon/Caradon-Hill-Gonamena-Quarry/i-mD22Dgv/1/43049b6b/S/L2020_3619-S.jpg,yes,united kingdom,1.0,False,united kingdom
00093.jsonl.gz-9559187,Cissbury Ring Hill Fort - West Sussex,https://photos.smugmug.com/COUNTRIES-AND-CONTINENTS/England-Images2/England-Favourite-Images/i-QHHnGbK/0/b786de89/L/2019_01_A6500%20013-015_AffHDRMerge_ToneMapCissLSTrees6_BQ-L.jpg,yes,united kingdom,1.0,False,united kingdom
00066.jsonl.gz-11400448,"Almagill Hill, Between Dalton & Lochmaben",https://s0.geograph.org.uk/photos/12/97/129706_34a016e6.jpg,yes,united kingdom,1.0,False,united kingdom
00084.jsonl.gz-17205698,Rouen from St. Catherine's Hill Giclee Print by William Turner,http://cache2.allpostersimages.com/p/MED/40/4021/FMUWF00Z/posters/william-turner-rouen-from-st-catherine-s-hill.jpg,yes,no,1.0,False,france
00077.jsonl.gz-14238325,Camille Pissarro Hermitage Hill Pontoise At Mus E D 39 Ors,https://farm7.staticflickr.com/6206/6110197056_36e39ae8a3_z.jpg,yes,france,1.0,False,france
00067.jsonl.gz-18093001,"Village perched high on a hill, Saint-Cirq-Lapopie in southern France",https://thegoodlifefrance.com/wp-content/uploads/2020/05/st-cirq-Lapopie-view.jpg,yes,france,1.0,False,france
00011.jsonl.gz-1580749,Aerial view of the Nice downtown cityscape from Castle Hill stock photography,https://thumbs.dreamstime.com/t/aerial-view-nice-downtown-cityscape-castle-hill-france-141598082.jpg,yes,australia,1.0,False,france
00075.jsonl.gz-2936627,"Buildings on a Hill, Bonnieux, Vaucluse, Provence-Alpes-Cote D'Azur, France Photographic Print by Green Light Collection",http://cache2.allpostersimages.com/p/MED/76/7698/EMY1300Z/posters/green-light-collection-buildings-on-a-hill-bonnieux-vaucluse-provence-alpes-cote-d-azur-france.jpg,yes,france,1.0,False,france
00020.jsonl.gz-13516811,Snowboarder down hill in winter snow mountain landscape. France. Alps. - stock photo,https://thumb7.shutterstock.com/image-photo/stock-photo-snowboarder-down-hill-in-winter-snow-mountain-landscape-france-alps-450w-71439292.jpg,yes,france,1.0,False,france
00017.jsonl.gz-6055808,Château de Thil (ruines) - English: The hill of Thil-la-Ville seen from the on French highway A6.,https://p.monumentum.fr/galerie/240/00102/102558-english-the-hill-thil-la-ville-seen-from-the-french-highway-a-.jpg,yes,france,1.0,False,france
00072.jsonl.gz-8603733,Chateau le Joux atop a hill in La Cluse-et-Mijoux in the Jura region of France,https://m.psecn.photoshelter.com/img-get2/I0000y5xBI62F4Z0/fill=/fit=180x180/I0000y5xBI62F4Z0.jpg,yes,france,1.0,False,france
00009.jsonl.gz-15136992,"White swiss shepherd at the top of a hill, France",https://static1.bigstockphoto.com/2/0/2/large2/202016743.jpg,yes,france,1.0,False,france
00020.jsonl.gz-13160248,Hill at Giverny | Frederick C Frieseke | oil painting,https://cdn2.oceansbridge.com/2017/09/05181140/Hill-at-Giverny-Frederick-C-Frieseke-oil-painting-350x284.jpg,yes,france,1.0,False,france
00080.jsonl.gz-17563807,The Luberon hill town of Gordes by philhaber,http://www.weloveprovence.fr/photos/Vaucluse/Gordes/6298567905-A-view-of-the-village-of-Gordes-p.jpg,yes,france,1.0,False,france
00006.jsonl.gz-11876745,Landscape And Brouilly Hill At Sunrise,https://static3.bigstockphoto.com/6/9/1/large2/196327762.jpg,yes,france,1.0,False,france
00030.jsonl.gz-12595037,norco 01 (phunkt.com™) Tags: uni mtb mountain bike dh downhill down hill world cup lourdes 2017 phunkt phunktcom keith valentine race set amazing great fantastic photos uci shimano by final lourdesvtt france,https://farm3.static.flickr.com/2842/34172819011_303ff7f60d_m.jpg,no,france,1.0,False,france
00019.jsonl.gz-16298359,"Cannes beach stock photo, Evening beach with closed umbrellas in Canness. View on the sea with yachts, lighthouse, and horizon ending up with hill silhouettes by Natalia Macheda",https://watermarked.cutcaster.com/cutcaster-photo-100068009-Cannes-beach.jpg,yes,france,1.0,False,france
00015.jsonl.gz-11484319,"View of the Luberon hill town of Lacoste, in Provence, France. At the top is the partly destroyed château of the Marquis de Sade, now owned by fashion designer Pierre Cardin.",https://m.psecn.photoshelter.com/img-get/I0000WwGi_kU.kVQ/t/150/I0000WwGi_kU.kVQ.jpg,yes,france,1.0,False,france
00011.jsonl.gz-10683748,View from La Bastille in Grenoble. View from the La Bastille hill in Grenoble in autumn Stock Photography,https://thumbs.dreamstime.com/t/view-la-bastille-hill-grenoble-autumn-104566732.jpg,yes,france,1.0,False,france
00000.jsonl.gz-10617745,"View over the vineyard in spring, vines in Cordon Royat training, the Le Castelet village on a hill top in the background. Mourvedre Domaine de la Tour du Bon Le Castellet Bandol Var Cote d'Azur France",https://m.psecn.photoshelter.com/img-get2/I0000GWNKXgrBCXE/fill=/fit=180x180/I0000GWNKXgrBCXE.jpg,yes,france,1.0,False,france
00002.jsonl.gz-6596698,"Hill Village of Chateau Chalon in the Jura, Franche Comte France by Michael Busselle",https://imgc.allpostersimages.com/img/posters/michael-busselle-hill-village-of-chateau-chalon-in-the-jura-franche-comte-france_u-L-PNFPSE0.jpg?artWidth=300&artHeight=375,yes,france,1.0,False,france
00065.jsonl.gz-14760750,"A hill with Avanne in the foreground and  Besançon in the background in Franche Comté, France",https://image.shutterstock.com/image-photo/hill-avanne-foreground-background-franche-260nw-1271025631.jpg,yes,france,1.0,False,france
00079.jsonl.gz-10898138,Pin By Studio Hill Design On Outdoor Living Pinterest French Country Gardens Table And,http://i.pinimg.com/736x/0e/ed/68/0eed684809cee4a25980bbe1718365c2.jpg,yes,no,1.0,False,france
00070.jsonl.gz-5284899,The Road to Veneux and the Side of the Hill by Alfred Sisley,https://www2.pictorem.com/uploads/gallerysmall/gallerysmall_13079.jpg,yes,france,1.0,False,france
00026.jsonl.gz-9351491,Solitary tree on a hill against clouds Corsica France Europe Stock Photos,https://images.pond5.com/solitary-tree-hill-against-clouds-photo-051932605_iconm.jpeg,yes,france,1.0,False,france
00011.jsonl.gz-3148902,"Alsace view from the top of hill, french nature - stock photo",https://thumb1.shutterstock.com/image-photo/stock-photo-alsace-view-from-the-top-of-hill-french-nature-450w-198345188.jpg,yes,france,1.0,False,france
00010.jsonl.gz-16717572,"France, Nice,  city port view from the castle's hill | by bilwander",https://c1.staticflickr.com/9/8305/7844610440_562b94fbe9.jpg,yes,france,1.0,False,france
00064.jsonl.gz-7128793,Montmartre Hill with Stone Quarry by Vincent van Gogh,https://imgc.allpostersimages.com/img/posters/vincent-van-gogh-montmartre-hill-with-stone-quarry_u-L-PNSCNQ0.jpg?src=gp&w=300&h=375,yes,france,1.0,False,france
00006.jsonl.gz-800248,Cityscape Of Saint John's From Signal Hill Portable Battery Charger,https://render.fineartamerica.com/images/rendered/small/flat/battery/images-medium/cityscape-of-saint-johns-from-signal-hill-elena-elisseeva.jpg?transparent=0&targetx=0&targety=-81&imagewidth=864&imageheight=573&modelwidth=864&modelheight=410&backgroundcolor=D6CBB8&orientation=0&producttype=battery-5200,yes,no,1.0,False,canada
00070.jsonl.gz-12439673,"Rows of grapevines in a vineyard lead down the hill to Okanagan Lake and surrounding mountains. In Nararamata, B.C., - Stock Photo",https://l450v.alamy.com/450v/d9k8mp/rows-of-grapevines-in-a-vineyard-lead-down-the-hill-to-okanagan-lake-d9k8mp.jpg,yes,canada,1.0,False,canada
00018.jsonl.gz-2239523,Photo 5: 5482 HILL Road in Sechelt: Sechelt District House for sale (Sunshine Coast)  : MLS®# R2519038,https://mrp-listings.myrealpage.com/fit-in/320x0/filters:quality(80)/6/7/1/93372176/99e0a324579da13d20c1f00fa968f671.jpeg,yes,canada,1.0,False,canada
00094.jsonl.gz-7471718,"***Old barn by Alexander Hill (Oliver, BC, Canada)",https://i.pinimg.com/236x/68/9d/78/689d7857da96d8c9da8ec7ebcb7811d4--old-houses-farm-houses.jpg,no,canada,1.0,False,canada
00066.jsonl.gz-3707950,"""Parks & Playgrounds, Vancouver BC brochure, dated 1925, seen at MacLeod's Books recently. This cover depicts a proposed monument (I can't recall if it was a column or an obelisk, sorry) at the end of the causeway entrance to Stanley Park, seen here overlooking Lost Lagoon. When the causeway was completed, they didn't end up with a stone monument but erected a flagpole instead. A reminder; TODAY there is a Walk in the Forest event at VanDusen Gardens. Come down from 12-2pm for a little art mob excursion! The 1976 modernist pavilion originally known as MacMillan-Bloedel Place is facing demolition, and Michael Kluckner, with support from Heritage Vancouver, would like to see it preserved.   The building known as the Education Centre (also the Forest Education Centre) is a modernist masterpiece lost in the forest of an untended section of VanDusen Garden. Built in 1976, it was originally known as MacMillan-Bloedel Place, named for its donor, the largest forestry company in what was then the largest industry in British Columbia. Its unique educational displays, including a 50-seat theatre, were called """"A Walk in the Forest.""""Architect Paul Merrick, working then as chief designer for Thompson, Berwick & Pratt, set the pavilion into a small hill on the edge of a lake in the northwest part of the gardens. Its green roof was one of the first in the city, and its unique internal columns used some of the finest wood in British Columbia. It won the Canadian Architect Yearbook Award of Excellence Award in 1974, and was constructed by Halse-Martin of Vancouver. It was once an object of pride for the city, VanDusen Garden and the Park Board… [read more]  Note this campaign is not endorsed by the Park Board or VanDusen Garden staff.""",https://64.media.tumblr.com/f384a3c63f2c7447ce85aff784c8f397/tumblr_minw04OAx31qc7pjjo1_500.jpg,yes,canada,1.0,False,canada
00016.jsonl.gz-15080500,Soldiers digging trenches in Beacon Hill Park,https://archives.victoria.ca/uploads/r/null/7/2/1/72183a2653507372c8460f84afa480181a4d530d0a3e3452a89218b9d4c56b62/M07138_142.jpg,yes,canada,1.0,False,canada
00031.jsonl.gz-11806878,Me halfway up the hill heading out of Cochrane,http://www.tamicyclescanada.com/wp-content/uploads/2013/05/P1010986-1024x575.jpg,yes,canada,1.0,False,canada
00078.jsonl.gz-6113396,Photo 2: 4240 Trans Canada Hwy in SHAWNIGAN LAKE: ML Cobble Hill Single Family Detached for sale (Malahat & Area)  : MLS®# 739832,https://mrp-listings.myrealpage.com/fit-in/320x0/filters:quality(80)/0/2/6/89936620/8ff4befc563ebd8fce1b17c4f05c95f4.jpeg,yes,canada,1.0,False,canada
00068.jsonl.gz-14545418,Female cyclist wheeling bicycle up muddy hill on St. Clair Avenue West. – 1907,https://i.pinimg.com/736x/c2/27/f7/c227f7d2d56594023272fae6b529a701--female-cyclist-history-pics.jpg,yes,canada,1.0,False,canada
00094.jsonl.gz-1046878,rollover on the Coquihalla smasher hill.,http://www.truckerslair.com/images/accident5.jpg,yes,canada,1.0,False,canada
00068.jsonl.gz-842904,"Samuel Garret's best known work, Cabot Tower, at the top of Signal Hill in St. John's. The same stone that was used here was used to construct the Four Sisters.",https://images.saymedia-content.com/.image/t_share/MTc1MTE3NjE2NTQzOTAxNTA4/not-banquos-ghost-true-supernatural-tales-of-the-theatre.jpg,yes,canada,1.0,False,canada
00031.jsonl.gz-16439597,Fort Rodd Hill and Fisgard Lighthouse National Historic Sites,https://media-cdn.tripadvisor.com/media/photo-f/0a/ab/58/1b/photo2jpg.jpg,yes,canada,1.0,False,canada
00028.jsonl.gz-13161510,Gros Morne View From Partridgeberry Hill Duvet Cover,https://render.fineartamerica.com/images/rendered/medium/duvet-cover/images/artworkimages/medium/1/gros-morne-view-from-partridgeberry-hill-les-palenik.jpg?&targetx=185&targety=264%E2%84%91width=473%E2%84%91height=315&modelwidth=844&modelheight=844&backgroundcolor=2D2F15%E2%88%A8ientation=0,yes,canada,1.0,False,canada
00013.jsonl.gz-1205965,Mission Hill Family Estate - Kelowna - Okanagan Valley - British Columbia - Canada - Doets Reizen,https://assets.doetsreizen.nl/media/thumbnails/0c/b7/0cb737ad2856240620bad7c78db8d8b4/mission.jpg,yes,canada,1.0,False,canada
00066.jsonl.gz-4464332,"Form fitting cloud over hill top Elliot Lake, Ontario Canada",https://storage.newspark.ca/storage/18839276/1085,yes,canada,1.0,False,canada
00004.jsonl.gz-4018004,"""Photo 2: 3880 11TH Avenue in Smithers: Smithers - Town House for sale in """"Hill Section"""" (Smithers And Area (Zone 54))  : MLS®# R2395294""",https://mrp-listings.myrealpage.com/fit-in/320x0/filters:quality(80)/8/6/0/90101068/694c122353ead5758bc575f7f0efe416.jpeg,yes,canada,1.0,False,canada
00075.jsonl.gz-11273312,Photo 4: 13425 SYMONS VALLEY Road NW in Calgary: Sage Hill Land for sale : MLS®# C4253562,https://mrp-listings.myrealpage.com/fit-in/320x0/filters:quality(80)/3/6/4/88820463/58fdc5e285b30a32942db469311c65e6.jpeg,yes,canada,1.0,False,canada
00006.jsonl.gz-15347699,"The Springs In It's Summer Green, Big Hill Springs Provincial Re Bath Towel",https://render.fineartamerica.com/images/rendered/search/flat/bath-towel/images/artworkimages/medium/2/1-the-springs-in-its-summer-green-big-hill-springs-provincial-re-david-butler.jpg?&targetx=0&targety=-79&imagewidth=952&imageheight=634&modelwidth=952&modelheight=476&backgroundcolor=9E915A&orientation=1&producttype=bathtowel-32-64,yes,no,1.0,False,canada
00095.jsonl.gz-728350,"Sun Peaks, BC panorama from Tod mountain hill",https://cdn.bielousov.com/wp-content/uploads/2012/10/sun-peaks-panorama-from-tod-mountain.jpg?x24544,yes,canada,1.0,False,canada
00084.jsonl.gz-5807721,"Hotel chairs on hill during sunrise in Perce, Gaspe Peninsula, Quebec, Canada, Gaspesie region with cityscape - Stock Image",https://c8.alamy.com/comp/JWDR9A/hotel-chairs-on-hill-during-sunrise-in-perce-gaspe-peninsula-quebec-JWDR9A.jpg,yes,canada,1.0,False,canada
00009.jsonl.gz-7329829,"full moon night and light trails on Signal Hill, St. John's (tuanla",https://farm3.static.flickr.com/2917/14759987212_83a91afa77_m.jpg,no,canada,1.0,False,canada
00024.jsonl.gz-8396073,Big Hill Springs in winter cover. Big Hill Springs Provincial Recreation Area Stock Photography,https://thumbs.dreamstime.com/t/big-hill-springs-winter-cover-big-hill-springs-winter-cover-big-hill-springs-provincial-recreation-area-104343752.jpg,yes,canada,1.0,False,canada
00027.jsonl.gz-10805828,Photo 2: Lot 12 Lone Oak Place in VICTORIA: La Mill Hill Land for sale (Langford)  : MLS®# 397278,https://mrp-listings.myrealpage.com/fit-in/320x0/filters:quality(80)/3/1/6/78175613/5f9179f894a4214c48c2d9f4b0aaa665.jpeg,yes,canada,1.0,False,canada
00000.jsonl.gz-6301142,"Rockwood Recreation stock photo, The treeline at Rockwood Conservation Area (near Guelph, Ontario, Canada) reflecting off the creek.  by Chris Hill",https://watermarked.cutcaster.com/901694782-Rockwood-Recreation.jpg,no,canada,1.0,False,canada
00003.jsonl.gz-10573453,Hockley Valley ski hill,https://gonecampingblog.files.wordpress.com/2017/01/hockleyvalley-6.jpg?w=676&h=448,yes,canada,1.0,False,canada
00084.jsonl.gz-15252346,"Panorama of the Tower Tops of the City of Rothenburg, viewed from a Rapeseed hill, in Bavaria, South Germany Stock Photo",https://us.123rf.com/450wm/designnatures/designnatures2105/designnatures210500092/169612276-panorama-of-the-tower-tops-of-the-city-of-rothenburg-viewed-from-a-rapeseed-hill-in-bavaria-south-ge.jpg?ver=6,yes,germany,1.0,False,germany
00089.jsonl.gz-14091504,view from the hill (olipennell) Tags: trees germany schwarzwald blackforest mummelsee badenwurttemberg baume,https://farm7.static.flickr.com/6084/6035276998_5798fe9780_m.jpg,yes,germany,1.0,False,germany
00080.jsonl.gz-12249799,"Sunset at Schneekopf hill, nature park Thueringer Wald,  Thuringia, Germany",https://media01.stockfood.com/thumbs/170/71056060.jpg,yes,germany,1.0,False,germany
00073.jsonl.gz-14022666,"Castle on a hill, Burg Hohenzollern, Swabian Alb, Baden-Wurttemberg, Germany 1-piece Canvas Artwork",https://i.icanvas.com/PIM10441?d=3&sh=ph&p=1&s=xl&bg=g,yes,germany,1.0,False,germany
00027.jsonl.gz-10692486,Climbing up that hill 3D :: HDR Cross-Eye Stereoscopic (Stereotron) Tags: 3d 3dphoto 3dstereo 3rddimension spatial stereo stereo3d stereophoto stereophotography stereoscopic stereoscopy stereotron threedimensional stereoview stereophotomaker stereophotograph 3dpicture 3dglasses 3dimage crosseye crosseyed crossview xview cross eye squint squinting freeview sidebyside sbs kreuzblick hyperstereo twin canon eos 550d yongnuo radio transmitter remote control sigma zoom lens 70300mm tonemapping hdr hdri raw cr2 quietearth europe germany saxony sachsen vogtland aschberg klingenthal 3dframe airtightframe fancyframe floatingwindow airtight frame spatialframe stereowindow window visualart 100v10f,https://farm7.static.flickr.com/6054/6875852786_78bd023e73_m.jpg,yes,germany,1.0,False,germany
00019.jsonl.gz-9483061,"View on Austrian and German Alps from hill near St. Eingaden, Bavaria, Germany Royalty Free Stock Photos",https://thumbs.dreamstime.com/t/view-austrian-german-alps-hill-near-st-24617028.jpg,yes,germany,1.0,False,germany
00005.jsonl.gz-13553693,"The North Terrace of Heidelberg Castle, looking west Photograph by David Hill taken 26 August 2015, 11.32 GMT Turner's synthetic sketching method allowed him to cram into his page a much more extensive field of view than can easily be accomplished in that format with a camera.",https://sublimesites.files.wordpress.com/2015/10/north-terrace-west1.jpg?w=547&h=258,no,germany,1.0,False,germany
00066.jsonl.gz-7707239,Poster Diepbruine Picturesque Bavarian Autumn Hill Countryside Landscape in September Germany at Sunset,https://t2.ftcdn.net/jpg/01/72/71/31/400_F_172713163_ahxHHbx0eI8GEWi7HNx01aNZlLxSU5Iv.jpg,yes,germany,1.0,False,germany
00076.jsonl.gz-11451944,Neuschwanstein Castle is a nineteenth-century Romanesque Revival palace on a rugged hill above the village of Hohenschwangau near Fussen in southwest Bavaria Germany.,https://static1.bigstockphoto.com/1/5/1/large2/151285946.jpg,yes,germany,1.0,False,germany
00064.jsonl.gz-6192878,Wrzburg Sunset (pbr42) Tags: bridge sunset panorama water architecture river germany bavaria footbridge main hill h2o fortress wrzburg burg marienberg,https://farm3.static.flickr.com/2601/3853904766_34aea5ce43_m.jpg,yes,germany,1.0,False,germany
00091.jsonl.gz-11070294,"The Old Main Bridge and Marienberg fortress on the hill, Würzburg, Germany",https://i0.wp.com/farm8.staticflickr.com/7849/45943206274_a0678817dc_b.jpg?resize=734%2C435&,yes,germany,1.0,False,germany
00072.jsonl.gz-4447449,Sitting On Hill Metal Prints -  The Castle of Katz on the Rhine Metal Print by William Callow,http://images.fineartamerica.com/images-small/-the-castle-of-katz-on-the-rhine-william-callow.jpg,yes,germany,1.0,False,germany
00018.jsonl.gz-16689061,View on Metzingen from the Hill with vineyards - stock photo,https://thumb9.shutterstock.com/image-photo/stock-photo-view-on-metzingen-from-the-hill-with-vineyards-450w-308545322.jpg,yes,germany,1.0,False,germany
00001.jsonl.gz-11789199,Night sky with the milky way as seen from a hill near Muehlingen in Germany.,https://t3.ftcdn.net/jpg/01/31/76/14/240_F_131761401_9pq0uUbilmrf8jaugEPfKULmsaiUma5m.jpg,yes,germany,1.0,False,germany
00021.jsonl.gz-17718379,"famous Lighthouse at Dornbusch Hill on Hiddensee Island at Baltic Sea,Mecklenburg western Pomerania,Germany",https://static3.bigstockphoto.com/thumbs/4/3/1/large2/134638718.jpg,yes,germany,1.0,False,germany
00006.jsonl.gz-3417134,Rothenburg Photograph - Church On A Snow Covered Hill by Panoramic Images,https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/church-on-a-snow-covered-hill-panoramic-images.jpg,yes,germany,1.0,False,germany
00073.jsonl.gz-6624075,"Sledding hill at Fichtelberg in the Ore Mountains Germany, snowy winter landscape",https://static1.bigstockphoto.com/2/4/1/large2/142171076.jpg,yes,germany,1.0,False,germany
00029.jsonl.gz-3411025,Stone wall on Crappich Hill.,https://frogwell.com/_data/i/galleries/2006/december/25th/061225i-xs.jpg,yes,no,1.0,False,germany
00082.jsonl.gz-6801223,"Castle Eltz - Gothic castle located on the hill in Moselle valley, Germany",https://image.shutterstock.com/image-photo/castle-eltz-gothic-located-on-260nw-1524961478.jpg,yes,germany,1.0,False,germany
00027.jsonl.gz-8047274,Europe - Germany - Deutschland - Bavaria - Bayern - Füssen area - Neuschwanstein Castle - Royal palace in the Bavarian Alps & World famous nineteenth-century Romanesque Revival palace on a rugged hill above the village of Hohenschwangau located at end of the Romantic Road - Dusk - Twilight - Blue Hour - Night,https://photos.smugmug.com/Travel/Europe/Germany-Bavaria/i-cGdSpL4/0/9ef8604e/Ti/Germany%20-%202014%20%2707%20July%20-%200366%20-%20Bavaria-aa-Ti.jpg,yes,germany,1.0,False,germany
00070.jsonl.gz-12911577,Reichsburg Castle on a hill along a river on a cloud day during autumn.,https://www.cruisetraveloutlet.com/wp-content/uploads/2020/09/as-cochem-germany-europe-moselle-river.jpg,yes,austria,1.0,False,germany
00030.jsonl.gz-743582,"Famous Hohenschwangau Castle on a rugged hill above the village of Hohenschwangau near Fussen in southwest Bavaria, Germany",https://image.shutterstock.com/image-photo/famous-hohenschwangau-castle-on-rugged-260nw-1314092678.jpg,yes,germany,1.0,False,germany
00091.jsonl.gz-5499694,Silhouette of Hanover from the Kronsberg hill on the suburb of the city in the winter evening. Lower Saxony. Germany.,https://vidcdn.123rf.com/450nwm/panoramarx/panoramarx1712/panoramarx171200162.jpg,yes,germany,1.0,False,germany
00006.jsonl.gz-10753328,"With its dreamy spires, mock battlements and square clock tower, Schloss Drachenburg, which stands on a wooded hill high above the river Rhine, looks like a cross between a medieval castle, a Gothic cathedral and Big Ben.  Topic  Germany    According to Norse myth, Siegfried slayed a dragon just a little farther up the mountain. This spectacular building, a jumble of architectural styles, was erected in less than three years in the late 19th century by a wealthy stockbroker.",https://i.pinimg.com/236x/4d/15/d1/4d15d19a200fbdf0fd67f89527deaf4d.jpg,yes,germany,1.0,False,germany
00090.jsonl.gz-17531411,"Reichsburg Cochem Castle is more than a castle. It is the largest hill-castle on the Mosel river, Germany. - Stock Image",https://n7.alamy.com/zooms/12e7c8aff9614be883a8154395b74468/reichsburg-cochem-castle-is-more-than-a-castle-it-is-the-largest-hill-f5h683.jpg,yes,germany,1.0,False,germany
00011.jsonl.gz-2795127,Tourists carrying their skis walk on a bare hill back to the resort of Leysin in an area of the Swiss Alps suffering from a lack of snow,https://i.dailymail.co.uk/i/pix/2015/12/29/11/2FA5F72500000578-3377295-image-a-45_1451388404411.jpg,yes,switzerland,1.0,False,switzerland
00013.jsonl.gz-10743377,"Single tree on the top of a hill with yellow wildflowers, Switzerland by Panoramic Images",https://imgaf.s3.eu-central-1.amazonaws.com/public/artwork/products/530015/cols/22565.jpg,yes,switzerland,1.0,False,switzerland
00068.jsonl.gz-856205,MONTREUX SWITZERLAND - MAY 22 2013: Highway on a hill was built over city buildings but very close to the shoreline of Lake Geneva. From the mountains coming clouds can be seen.,https://static2.bigstockphoto.com/4/7/1/large2/174374437.jpg,yes,switzerland,1.0,False,switzerland
00022.jsonl.gz-257442,Path on green hill with lake and mountain in background - Country road on the side of a green grassy hill with the lake and swiss forest in the background. Picture taken in a small village called Unterterzen Switzerland.,https://static3.bigstockphoto.com/thumbs/4/4/1/large2/144492848.jpg,yes,switzerland,1.0,False,switzerland
00065.jsonl.gz-9520100,line6 (phunkt.com™) Tags: lenzerheide uci mtb mountain bike dh downhill down hill world champs championship worlds 2018 phunkt phunktcom photos,https://farm2.static.flickr.com/1861/42688662310_58577f396d_m.jpg,no,switzerland,1.0,False,switzerland
